date,current_epoch,max_epoch,training_time,total_loss,agv_loss,mad,fad,layers,emb_size,heads,dropout,x,y,heading,width,length,xVelocity,yVelocity,xAcceleration,yAcceleration,total_train_time
31-12-2020_46s-15m-21h,1,20,30.9877,70.06404411792755,0.9731117238601049,0.2694154255354885,0.4956122443358041,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,2,20,30.9680,27.243374466896057,0.3783802009291119,0.15383122708997116,0.30593417942909473,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,3,20,31.0270,23.193640530109406,0.3221338962515195,0.2885548558800676,0.5536217081937166,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,4,20,30.8826,25.54929491877556,0.3548513183163272,0.23581545476254986,0.47083725406570864,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,5,20,30.8678,20.46841947734356,0.28428360385199386,0.33816521461849575,0.6422642200159012,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,6,20,30.9282,17.45846900343895,0.2424787361588743,0.4113301847409539,0.8146106132685365,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,7,20,30.8288,16.607785746455193,0.23066369092298877,0.48183024477617,0.9596837132491414,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,8,20,30.8820,14.04243054240942,0.19503375753346416,0.24439435190080502,0.509939991187682,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,9,20,30.6376,13.740774177014828,0.19084408579187262,0.36925833713262285,0.7917518228762495,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,10,20,30.6409,10.735971100628376,0.14911070973094967,0.2110366245104765,0.4500018459773829,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,11,20,30.7010,8.393996864557266,0.11658328978551759,0.23549856498091712,0.4982036805079158,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,12,20,30.7277,6.950358226895332,0.09653275315132406,0.22541083974237472,0.4992046500899,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,13,20,30.7203,7.315446101129055,0.10160341807123688,0.2658244084124047,0.5401026302969894,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,14,20,30.6977,6.049950823187828,0.08402709476649761,0.17338502539881734,0.378460007051807,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,15,20,30.6479,5.808082990348339,0.0806678193103936,0.26603177683675927,0.5848399065133087,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,16,20,30.5908,5.2338488809764385,0.0726923455691172,0.11793279381926329,0.2553189870831464,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,17,20,30.6610,5.044037085026503,0.07005607062536809,0.24360821974516186,0.5443455536205601,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,18,20,30.6931,4.492029197514057,0.06238929440991746,0.17347144986061755,0.3777692114913265,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,19,20,30.5852,4.381158273667097,0.06084942046759857,0.23721326140855156,0.5846434509831937,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
31-12-2020_46s-15m-21h,20,20,30.6042,4.297878701239824,0.059692759739442006,0.1455813732946992,0.32267226208902783,6,256,2,0.10678182110751394,1,1,1,0,0,0,0,0,0,615.7140915393829
